===========================================================
 Line      YEAR     MONTH    DAY    HOUR    MIN    TEMP       
272292     2021       7      10       2     11     10
272293     2021       7      10       2     12     10
272294     2021       7      10       2     13     10
272295     2021       7      10       2     14     10
272296     2021       7      10       2     15     10
272297     2021       7      10       2     16     10
272298     2021       7      10       2     17     10
272299     2021       7      10       2     18     10
272300     2021       7      10       2     19     10
272301     2021       7      10       2     20     10
272302     2021       7      10       2     21     10
272303     2021       7      10       2     22     10
272304     2021       7      10       2     23     10
272305     2021       7      10       2     24     10
272306     2021       7      10       2     25     10
272307     2021       7      10       2     26     10
272308     2021       7      10       2     27     10
272309     2021       7      10       2     28     10
272310     2021       7      10       2     29     10
272311     2021       7      10       2     30     10
272312     2021       7      10       2     31     10
272313     2021       7      10       2     32     10
272314     2021       7      10       2     33     10
272315     2021       7      10       2     34     10
272316     2021       7      10       2     35     10
272317     2021       7      10       2     36     10
272318     2021       7      10       2     37     10
272319     2021       7      10       2     38     10
272320     2021       7      10       2     39     10
272321     2021       7      10       2     40     10
272322     2021       7      10       2     41     10
272323     2021       7      10       2     42     10
272324     2021       7      10       2     43     10
272325     2021       7      10       2     44     10
272326     2021       7      10       2     45     10
272327     2021       7      10       2     46     10
272328     2021       7      10       2     47     10
272329     2021       7      10       2     48     10
272330     2021       7      10       2     49     10
272331     2021       7      10       2     50     10
272332     2021       7      10       2     51     10
272333     2021       7      10       2     52     10
272334     2021       7      10       2     53     10
272335     2021       7      10       2     54     10
272336     2021       7      10       2     55     10
272337     2021       7      10       2     56     10
272338     2021       7      10       2     57     10
272339     2021       7      10       2     58     10
272340     2021       7      10       2     59     10
272341     2021       7      10       3      0     10
272342     2021       7      10       3      1     10
272343     2021       7      10       3      2     10
272344     2021       7      10       3      3     10
272345     2021       7      10       3      4     10
272346     2021       7      10       3      5     10
272347     2021       7      10       3      6     10
272348     2021       7      10       3      7     10
272349     2021       7      10       3      8     10
272350     2021       7      10       3      9     10
272351     2021       7      10       3     10     10
272352     2021       7      10       3     11     10
272353     2021       7      10       3     12     10
272354     2021       7      10       3     13     10
272355     2021       7      10       3     14     10
272356     2021       7      10       3     15     10
272357     2021       7      10       3     16     10
272358     2021       7      10       3     17     10
272359     2021       7      10       3     18     10
272360     2021       7      10       3     19     10
272361     2021       7      10       3     20     10
272362     2021       7      10       3     21     10
272363     2021       7      10       3     22     10
272364     2021       7      10       3     23     10
272365     2021       7      10       3     24     10
272366     2021       7      10       3     25     10
272367     2021       7      10       3     26     10
272368     2021       7      10       3     27     10
272369     2021       7      10       3     28     10
272370     2021       7      10       3     29     10
272371     2021       7      10       3     30     10
272372     2021       7      10       3     31     10
272373     2021       7      10       3     32     10
272374     2021       7      10       3     33     10
272375     2021       7      10       3     34     10
272376     2021       7      10       3     35     10
272377     2021       7      10       3     36     10
272378     2021       7      10       3     37     10
272379     2021       7      10       3     38     10
272380     2021       7      10       3     39     10
272381     2021       7      10       3     40     10
272382     2021       7      10       3     41     10
272383     2021       7      10       3     42     10
272384     2021       7      10       3     43     10
272385     2021       7      10       3     44     10
272386     2021       7      10       3     45     10
272387     2021       7      10       3     46     10
272388     2021       7      10       3     47     10
272389     2021       7      10       3     48     10
272390     2021       7      10       3     49     10
272391     2021       7      10       3     50     10
272392     2021       7      10       3     51     10
272393     2021       7      10       3     52     10
272394     2021       7      10       3     53     10
272395     2021       7      10       3     54     10
272396     2021       7      10       3     55     10
272397     2021       7      10       3     56     10
272398     2021       7      10       3     57     10
272399     2021       7      10       3     58     10
272400     2021       7      10       3     59     10
272401     2021       7      10       4      0     10
272402     2021       7      10       4      1     10
272403     2021       7      10       4      2     10
272404     2021       7      10       4      3     10
272405     2021       7      10       4      4     10
272406     2021       7      10       4      5     10
272407     2021       7      10       4      6     10
272408     2021       7      10       4      7     10
272409     2021       7      10       4      8     10
272410     2021       7      10       4      9     10
272411     2021       7      10       4     10     10
272412     2021       7      10       4     11     10
272413     2021       7      10       4     12     10
272414     2021       7      10       4     13     10
272415     2021       7      10       4     14     10
272416     2021       7      10       4     15     10
272417     2021       7      10       4     16     10
272418     2021       7      10       4     17     10
272419     2021       7      10       4     18     10
272420     2021       7      10       4     19     10
272421     2021       7      10       4     20     10
272422     2021       7      10       4     21     10
272423     2021       7      10       4     22     10
272424     2021       7      10       4     23     10
272425     2021       7      10       4     24     10
272426     2021       7      10       4     25     10
272427     2021       7      10       4     26     10
272428     2021       7      10       4     27     10
272429     2021       7      10       4     28     10
272430     2021       7      10       4     29     10
272431     2021       7      10       4     30     10
272432     2021       7      10       4     31     10
272433     2021       7      10       4     32     10
272434     2021       7      10       4     33     10
272435     2021       7      10       4     34     10
272436     2021       7      10       4     35     10
272437     2021       7      10       4     36     10
272438     2021       7      10       4     37     10
272439     2021       7      10       4     38     10
272440     2021       7      10       4     39     10
272441     2021       7      10       4     40     10
272442     2021       7      10       4     41     10
272443     2021       7      10       4     42     10
272444     2021       7      10       4     43     10
272445     2021       7      10       4     44     10
272446     2021       7      10       4     45     10
272447     2021       7      10       4     46     10
272448     2021       7      10       4     47     10
272449     2021       7      10       4     48     10
272450     2021       7      10       4     49     10
272451     2021       7      10       4     50     10
272452     2021       7      10       4     51     10
272453     2021       7      10       4     52     10
272454     2021       7      10       4     53     10
272455     2021       7      10       4     54     10
272456     2021       7      10       4     55     10
272457     2021       7      10       4     56     10
272458     2021       7      10       4     57     10
272459     2021       7      10       4     58     10
272460     2021       7      10       4     59     10
272461     2021       7      10       5      0     10
272462     2021       7      10       5      1     10
272463     2021       7      10       5      2     10
272464     2021       7      10       5      3     10
272465     2021       7      10       5      4     10
272466     2021       7      10       5      5     10
272467     2021       7      10       5      6     10
272468     2021       7      10       5      7     10
272469     2021       7      10       5      8     10
272470     2021       7      10       5      9     10
272471     2021       7      10       5     10     10
272472     2021       7      10       5     11     10
272473     2021       7      10       5     12     10
272474     2021       7      10       5     13     10
272475     2021       7      10       5     14     10
272476     2021       7      10       5     15     10
272477     2021       7      10       5     16     10
272478     2021       7      10       5     17     10
272479     2021       7      10       5     18     10
272480     2021       7      10       5     19     10
272481     2021       7      10       5     20     10
272482     2021       7      10       5     21     10
272483     2021       7      10       5     22     10
272484     2021       7      10       5     23     10
272485     2021       7      10       5     24     10
272486     2021       7      10       5     25     10
272487     2021       7      10       5     26     10
272488     2021       7      10       5     27     10
272489     2021       7      10       5     28     10
272490     2021       7      10       5     29     10
272491     2021       7      10       5     30     10
272492     2021       7      10       5     31     10
272493     2021       7      10       5     32     10
272494     2021       7      10       5     33     10
272495     2021       7      10       5     34     10
272496     2021       7      10       5     35     10
272497     2021       7      10       5     36     10
272498     2021       7      10       5     37     10
272499     2021       7      10       5     38     10
272500     2021       7      10       5     39     10
272501     2021       7      10       5     40     10
272502     2021       7      10       5     41     10
272503     2021       7      10       5     42     10
272504     2021       7      10       5     43     10
272505     2021       7      10       5     44     10
272506     2021       7      10       5     45     10
272507     2021       7      10       5     46     10
272508     2021       7      10       5     47     10
272509     2021       7      10       5     48     10
272510     2021       7      10       5     49     10
272511     2021       7      10       5     50     10
272512     2021       7      10       5     51     10
272513     2021       7      10       5     52     10
272514     2021       7      10       5     53     10
272515     2021       7      10       5     54     10
272516     2021       7      10       5     55     10
272517     2021       7      10       5     56     10
272518     2021       7      10       5     57     10
272519     2021       7      10       5     58     10
272520     2021       7      10       5     59     10
272521     2021       7      10       6      0     10
272522     2021       7      10       6      1     10
272523     2021       7      10       6      2     10
272524     2021       7      10       6      3     10
272525     2021       7      10       6      4     10
272526     2021       7      10       6      5     10
272527     2021       7      10       6      6     10
272528     2021       7      10       6      7     10
272529     2021       7      10       6      8     10
272530     2021       7      10       6      9     10
272531     2021       7      10       6     10     10
272532     2021       7      10       6     11     10
272533     2021       7      10       6     12     10
272534     2021       7      10       6     13     10
272535     2021       7      10       6     14     10
272536     2021       7      10       6     15     10
272537     2021       7      10       6     16     10
272538     2021       7      10       6     17     10
272539     2021       7      10       6     18     10
272540     2021       7      10       6     19     10
272541     2021       7      10       6     20     10
272542     2021       7      10       6     21     10
272543     2021       7      10       6     22     10
272544     2021       7      10       6     23     10
272545     2021       7      10       6     24     10
272546     2021       7      10       6     25     10
272547     2021       7      10       6     26     10
272548     2021       7      10       6     27     10
272549     2021       7      10       6     28     10
272550     2021       7      10       6     29     10
272551     2021       7      10       6     30     10
272552     2021       7      10       6     31     10
272553     2021       7      10       6     32     10
272554     2021       7      10       6     33     10
272555     2021       7      10       6     34     10
272556     2021       7      10       6     35     10
272557     2021       7      10       6     36     10
272558     2021       7      10       6     37     10
272559     2021       7      10       6     38     10
272560     2021       7      10       6     39     10
272561     2021       7      10       6     40     10
272562     2021       7      10       6     41     10
272563     2021       7      10       6     42     10
272564     2021       7      10       6     43     10
272565     2021       7      10       6     44     10
272566     2021       7      10       6     45     10
272567     2021       7      10       6     46     10
272568     2021       7      10       6     47     10
272569     2021       7      10       6     48     10
272570     2021       7      10       6     49     10
272571     2021       7      10       6     50     10
272572     2021       7      10       6     51     10
272573     2021       7      10       6     52     10
272574     2021       7      10       6     53     10
272575     2021       7      10       6     54     10
272576     2021       7      10       6     55     10
272577     2021       7      10       6     56     10
272578     2021       7      10       6     57     10
272579     2021       7      10       6     58     10
272580     2021       7      10       6     59     10
272581     2021       7      10       7      0     10
272582     2021       7      10       7      1     10
272583     2021       7      10       7      2     10
272584     2021       7      10       7      3     10
272585     2021       7      10       7      4     10
272586     2021       7      10       7      5     10
272587     2021       7      10       7      6     10
272588     2021       7      10       7      7     10
272589     2021       7      10       7      8     10
272590     2021       7      10       7      9     10
272591     2021       7      10       7     10     10
272592     2021       7      10       7     11     10
272593     2021       7      10       7     12     10
272594     2021       7      10       7     13     10
272595     2021       7      10       7     14     10
272596     2021       7      10       7     15     10
272597     2021       7      10       7     16     10
272598     2021       7      10       7     17     10
272599     2021       7      10       7     18     10
272600     2021       7      10       7     19     10
272601     2021       7      10       7     20     10
272602     2021       7      10       7     21     10
272603     2021       7      10       7     22     10
272604     2021       7      10       7     23     10
272605     2021       7      10       7     24     10
272606     2021       7      10       7     25     10
272607     2021       7      10       7     26     10
272608     2021       7      10       7     27     10
272609     2021       7      10       7     28     10
272610     2021       7      10       7     29     10
272611     2021       7      10       7     30     10
272612     2021       7      10       7     31     10
272613     2021       7      10       7     32     10
272614     2021       7      10       7     33     10
272615     2021       7      10       7     34     10
272616     2021       7      10       7     35     10
272617     2021       7      10       7     36     10
272618     2021       7      10       7     37     10
272619     2021       7      10       7     38     10
272620     2021       7      10       7     39     10
272621     2021       7      10       7     40     10
272622     2021       7      10       7     41     10
272623     2021       7      10       7     42     10
272624     2021       7      10       7     43     10
272625     2021       7      10       7     44     10
272626     2021       7      10       7     45     10
272627     2021       7      10       7     46     10
272628     2021       7      10       7     47     10
272629     2021       7      10       7     48     10
272630     2021       7      10       7     49     10
272631     2021       7      10       7     50     10
272632     2021       7      10       7     51     10
272633     2021       7      10       7     52     10
272634     2021       7      10       7     53     10
272635     2021       7      10       7     54     10
272636     2021       7      10       7     55     10
272637     2021       7      10       7     56     10
272638     2021       7      10       7     57     10
272639     2021       7      10       7     58     10
272640     2021       7      10       7     59     10
272641     2021       7      10       8      0     10
272642     2021       7      10       8      1     10
272643     2021       7      10       8      2     10
272644     2021       7      10       8      3     10
272645     2021       7      10       8      4     10
272646     2021       7      10       8      5     10
272647     2021       7      10       8      6     10
272648     2021       7      10       8      7     10
272649     2021       7      10       8      8     10
272650     2021       7      10       8      9     10
272651     2021       7      10       8     10     10
272652     2021       7      10       8     11     10
272653     2021       7      10       8     12     10
272654     2021       7      10       8     13     10
272655     2021       7      10       8     14     10
272656     2021       7      10       8     15     10
272657     2021       7      10       8     16     10
272658     2021       7      10       8     17     10
272659     2021       7      10       8     18     10
272660     2021       7      10       8     19     10
272661     2021       7      10       8     20     10
272662     2021       7      10       8     21     10
272663     2021       7      10       8     22     10
272664     2021       7      10       8     23     10
272665     2021       7      10       8     24     10
272666     2021       7      10       8     25     10
272667     2021       7      10       8     26     10
272668     2021       7      10       8     27     10
272669     2021       7      10       8     28     10
272670     2021       7      10       8     29     10
272671     2021       7      10       8     30     10
272672     2021       7      10       8     31     10
272673     2021       7      10       8     32     10
272674     2021       7      10       8     33     10
272675     2021       7      10       8     34     10
272676     2021       7      10       8     35     10
272677     2021       7      10       8     36     10
272678     2021       7      10       8     37     10
272679     2021       7      10       8     38     10
272680     2021       7      10       8     39     10
272681     2021       7      10       8     40     10
272682     2021       7      10       8     41     10
272683     2021       7      10       8     42     10
272684     2021       7      10       8     43     10
272685     2021       7      10       8     44     10
272686     2021       7      10       8     45     10
272687     2021       7      10       8     46     10
272688     2021       7      10       8     47     10
272689     2021       7      10       8     48     10
272690     2021       7      10       8     49     10
272691     2021       7      10       8     50     10
272692     2021       7      10       8     51     10
272693     2021       7      10       8     52     10
272694     2021       7      10       8     53     10
272695     2021       7      10       8     54     10
272696     2021       7      10       8     55     10
272697     2021       7      10       8     56     10
272698     2021       7      10       8     57     10
272699     2021       7      10       8     58     10
272700     2021       7      10       8     59     10
272701     2021       7      10       9      0     10
272702     2021       7      10       9      1     10
272703     2021       7      10       9      2     10
272704     2021       7      10       9      3     10
272705     2021       7      10       9      4     10
272706     2021       7      10       9      5     10
272707     2021       7      10       9      6     10
272708     2021       7      10       9      7     10
272709     2021       7      10       9      8     10
272710     2021       7      10       9      9     10
272711     2021       7      10       9     10     10
272712     2021       7      10       9     11     10
272713     2021       7      10       9     12     10
272714     2021       7      10       9     13     10
272715     2021       7      10       9     14     10
272716     2021       7      10       9     15     10
272717     2021       7      10       9     16     10
272718     2021       7      10       9     17     10
272719     2021       7      10       9     18     10
272720     2021       7      10       9     19     10
272721     2021       7      10       9     20     10
272722     2021       7      10       9     21     10
272723     2021       7      10       9     22     10
272724     2021       7      10       9     23     10
272725     2021       7      10       9     24     10
272726     2021       7      10       9     25     10
272727     2021       7      10       9     26     10
272728     2021       7      10       9     27     10
272729     2021       7      10       9     28     10
272730     2021       7      10       9     29     10
272731     2021       7      10       9     30     10
272732     2021       7      10       9     31     10
272733     2021       7      10       9     32     10
272734     2021       7      10       9     33     10
272735     2021       7      10       9     34     10
272736     2021       7      10       9     35     10
272737     2021       7      10       9     36     10
272738     2021       7      10       9     37     10
272739     2021       7      10       9     38     10
272740     2021       7      10       9     39     10
272741     2021       7      10       9     40     10
272742     2021       7      10       9     41     10
272743     2021       7      10       9     42     10
272744     2021       7      10       9     43     10
272745     2021       7      10       9     44     10
272746     2021       7      10       9     45     10
272747     2021       7      10       9     46     10
272748     2021       7      10       9     47     10
272749     2021       7      10       9     48     10
272750     2021       7      10       9     49     10
272751     2021       7      10       9     50     10
272752     2021       7      10       9     51     10
272753     2021       7      10       9     52     10
272754     2021       7      10       9     53     10
272755     2021       7      10       9     54     10
272756     2021       7      10       9     55     10
272757     2021       7      10       9     56     10
272758     2021       7      10       9     57     10
272759     2021       7      10       9     58     10
272760     2021       7      10       9     59     10
272761     2021       7      10      10      0     10
272762     2021       7      10      10      1     10
272763     2021       7      10      10      2     10
272764     2021       7      10      10      3     10
272765     2021       7      10      10      4     10
272766     2021       7      10      10      5     10
272767     2021       7      10      10      6     10
272768     2021       7      10      10      7     10
272769     2021       7      10      10      8     10
272770     2021       7      10      10      9     10
272771     2021       7      10      10     10     10
272772     2021       7      10      10     11     10
272773     2021       7      10      10     12     10
272774     2021       7      10      10     13     10
272775     2021       7      10      10     14     10
272776     2021       7      10      10     15     10
272777     2021       7      10      10     16     10
272778     2021       7      10      10     17     10
272779     2021       7      10      10     18     10
272780     2021       7      10      10     19     10
272781     2021       7      10      10     20     10
272782     2021       7      10      10     21     10
272783     2021       7      10      10     22     10
272784     2021       7      10      10     23     10
272785     2021       7      10      10     24     10
272786     2021       7      10      10     25     10
272787     2021       7      10      10     26     10
272788     2021       7      10      10     27     10
272789     2021       7      10      10     28     10
272790     2021       7      10      10     29     10
272791     2021       7      10      10     30     10
272792     2021       7      10      10     31     10
272793     2021       7      10      10     32     10
272794     2021       7      10      10     33     10
272795     2021       7      10      10     34     10
272796     2021       7      10      10     35     10
272797     2021       7      10      10     36     10
272798     2021       7      10      10     37     10
272799     2021       7      10      10     38     10
272800     2021       7      10      10     39     10
272801     2021       7      10      10     40     10
272802     2021       7      10      10     41     10
272803     2021       7      10      10     42     10
272804     2021       7      10      10     43     10
272805     2021       7      10      10     44     10
272806     2021       7      10      10     45     10
272807     2021       7      10      10     46     10
272808     2021       7      10      10     47     10
272809     2021       7      10      10     48     10
272810     2021       7      10      10     49     10
272811     2021       7      10      10     50     10
272812     2021       7      10      10     51     10
272813     2021       7      10      10     52     10
272814     2021       7      10      10     53     10
272815     2021       7      10      10     54     10
272816     2021       7      10      10     55     10
272817     2021       7      10      10     56     10
272818     2021       7      10      10     57     10
272819     2021       7      10      10     58     10
272820     2021       7      10      10     59     10
272821     2021       7      10      11      0     10
272822     2021       7      10      11      1     10
272823     2021       7      10      11      2     10
272824     2021       7      10      11      3     10
272825     2021       7      10      11      4     10
272826     2021       7      10      11      5     10
272827     2021       7      10      11      6     10
272828     2021       7      10      11      7     10
272829     2021       7      10      11      8     10
272830     2021       7      10      11      9     10
272831     2021       7      10      11     10     10
272832     2021       7      10      11     11     10
272833     2021       7      10      11     12     10
272834     2021       7      10      11     13     10
272835     2021       7      10      11     14     10
272836     2021       7      10      11     15     10
272837     2021       7      10      11     16     10
272838     2021       7      10      11     17     10
272839     2021       7      10      11     18     10
272840     2021       7      10      11     19     10
272841     2021       7      10      11     20     10
272842     2021       7      10      11     21     10
272843     2021       7      10      11     22     10
272844     2021       7      10      11     23     10
272845     2021       7      10      11     24     10
272846     2021       7      10      11     25     10
272847     2021       7      10      11     26     10
272848     2021       7      10      11     27     10
272849     2021       7      10      11     28     10
272850     2021       7      10      11     29     10
272851     2021       7      10      11     30     10
272852     2021       7      10      11     31     10
272853     2021       7      10      11     32     10
272854     2021       7      10      11     33     10
272855     2021       7      10      11     34     10
272856     2021       7      10      11     35     10
272857     2021       7      10      11     36     10
272858     2021       7      10      11     37     10
272859     2021       7      10      11     38     10
272860     2021       7      10      11     39     10
272861     2021       7      10      11     40     10
272862     2021       7      10      11     41     10
272863     2021       7      10      11     42     10
272864     2021       7      10      11     43     10
272865     2021       7      10      11     44     10
272866     2021       7      10      11     45     10
272867     2021       7      10      11     46     10
272868     2021       7      10      11     47     10
272869     2021       7      10      11     48     10
272870     2021       7      10      11     49     10
272871     2021       7      10      11     50     10
272872     2021       7      10      11     51     10
272873     2021       7      10      11     52     10
272874     2021       7      10      11     53     10
272875     2021       7      10      11     54     10
272876     2021       7      10      11     55     10
272877     2021       7      10      11     56     10
272878     2021       7      10      11     57     10
272879     2021       7      10      11     58     10
272880     2021       7      10      11     59     10
272881     2021       7      10      12      0     10
272882     2021       7      10      12      1     10
272883     2021       7      10      12      2     10
272884     2021       7      10      12      3     10
272885     2021       7      10      12      4     10
272886     2021       7      10      12      5     10
272887     2021       7      10      12      6     10
272888     2021       7      10      12      7     10
272889     2021       7      10      12      8     10
272890     2021       7      10      12      9     10
272891     2021       7      10      12     10     10
272892     2021       7      10      12     11     10
272893     2021       7      10      12     12     10
272894     2021       7      10      12     13     10
272895     2021       7      10      12     14     10
272896     2021       7      10      12     15     10
272897     2021       7      10      12     16     10
272898     2021       7      10      12     17     10
272899     2021       7      10      12     18     10
272900     2021       7      10      12     19     10
272901     2021       7      10      12     20     10
272902     2021       7      10      12     21     10
272903     2021       7      10      12     22     10
272904     2021       7      10      12     23     10
272905     2021       7      10      12     24     10
272906     2021       7      10      12     25     10
272907     2021       7      10      12     26     10
272908     2021       7      10      12     27     10
272909     2021       7      10      12     28     10
272910     2021       7      10      12     29     10
272911     2021       7      10      12     30     10
272912     2021       7      10      12     31     10
272913     2021       7      10      12     32     10
272914     2021       7      10      12     33     10
272915     2021       7      10      12     34     10
272916     2021       7      10      12     35     10
272917     2021       7      10      12     36     10
272918     2021       7      10      12     37     10
272919     2021       7      10      12     38     10
272920     2021       7      10      12     39     10
272921     2021       7      10      12     40     10
272922     2021       7      10      12     41     10
272923     2021       7      10      12     42     10
272924     2021       7      10      12     43     10
272925     2021       7      10      12     44     10
272926     2021       7      10      12     45     10
272927     2021       7      10      12     46     10
272928     2021       7      10      12     47     10
272929     2021       7      10      12     48     10
272930     2021       7      10      12     49     10
272931     2021       7      10      12     50     10
272932     2021       7      10      12     51     10
272933     2021       7      10      12     52     10
272934     2021       7      10      12     53     10
272935     2021       7      10      12     54     10
272936     2021       7      10      12     55     10
272937     2021       7      10      12     56     10
272938     2021       7      10      12     57     10
272939     2021       7      10      12     58     10
272940     2021       7      10      12     59     10
272941     2021       7      10      13      0     10
272942     2021       7      10      13      1     10
272943     2021       7      10      13      2     10
272944     2021       7      10      13      3     10
272945     2021       7      10      13      4     10
272946     2021       7      10      13      5     10
272947     2021       7      10      13      6     10
272948     2021       7      10      13      7     10
272949     2021       7      10      13      8     10
272950     2021       7      10      13      9     10
272951     2021       7      10      13     10     10
272952     2021       7      10      13     11     10
272953     2021       7      10      13     12     10
272954     2021       7      10      13     13     10
272955     2021       7      10      13     14     10
272956     2021       7      10      13     15     10
272957     2021       7      10      13     16     10
272958     2021       7      10      13     17     10
272959     2021       7      10      13     18     10
272960     2021       7      10      13     19     10
272961     2021       7      10      13     20     10
272962     2021       7      10      13     21     10
272963     2021       7      10      13     22     10
272964     2021       7      10      13     23     10
272965     2021       7      10      13     24     10
272966     2021       7      10      13     25     10
272967     2021       7      10      13     26     10
272968     2021       7      10      13     27     10
272969     2021       7      10      13     28     10
272970     2021       7      10      13     29     10
272971     2021       7      10      13     30     10
272972     2021       7      10      13     31     10
272973     2021       7      10      13     32     10
272974     2021       7      10      13     33     10
272975     2021       7      10      13     34     10
272976     2021       7      10      13     35     10
272977     2021       7      10      13     36     10
272978     2021       7      10      13     37     10
272979     2021       7      10      13     38     10
272980     2021       7      10      13     39     10
272981     2021       7      10      13     40     10
272982     2021       7      10      13     41     10
272983     2021       7      10      13     42     10
272984     2021       7      10      13     43     10
272985     2021       7      10      13     44     10
272986     2021       7      10      13     45     10
272987     2021       7      10      13     46     10
272988     2021       7      10      13     47     10
272989     2021       7      10      13     48     10
272990     2021       7      10      13     49     10
272991     2021       7      10      13     50     10
272992     2021       7      10      13     51     10
272993     2021       7      10      13     52     10
272994     2021       7      10      13     53     10
272995     2021       7      10      13     54     10
272996     2021       7      10      13     55     10
272997     2021       7      10      13     56     10
272998     2021       7      10      13     57     10
272999     2021       7      10      13     58     10
273000     2021       7      10      13     59     10
273001     2021       7      10      14      0     10
273002     2021       7      10      14      1     10
273003     2021       7      10      14      2     10
273004     2021       7      10      14      3     10
273005     2021       7      10      14      4     10
273006     2021       7      10      14      5     10
273007     2021       7      10      14      6     10
273008     2021       7      10      14      7     10
273009     2021       7      10      14      8     10
273010     2021       7      10      14      9     10
273011     2021       7      10      14     10     10
273012     2021       7      10      14     11     10
273013     2021       7      10      14     12     10
273014     2021       7      10      14     13     10
273015     2021       7      10      14     14     10
273016     2021       7      10      14     15     10
273017     2021       7      10      14     16     10
273018     2021       7      10      14     17     10
273019     2021       7      10      14     18     10
273020     2021       7      10      14     19     10
273021     2021       7      10      14     20     10
273022     2021       7      10      14     21     10
273023     2021       7      10      14     22     10
273024     2021       7      10      14     23     10
273025     2021       7      10      14     24     10
273026     2021       7      10      14     25     10
273027     2021       7      10      14     26     10
273028     2021       7      10      14     27     10
273029     2021       7      10      14     28     10
273030     2021       7      10      14     29     10
273031     2021       7      10      14     30     10
273032     2021       7      10      14     31     10
273033     2021       7      10      14     32     10
273034     2021       7      10      14     33     10
273035     2021       7      10      14     34     10
273036     2021       7      10      14     35     10
273037     2021       7      10      14     36     10
273038     2021       7      10      14     37     10
273039     2021       7      10      14     38     10
273040     2021       7      10      14     39     10
273041     2021       7      10      14     40     10
273042     2021       7      10      14     41     10
273043     2021       7      10      14     42     10
273044     2021       7      10      14     43     10
273045     2021       7      10      14     44     10
273046     2021       7      10      14     45     10
273047     2021       7      10      14     46     10
273048     2021       7      10      14     47     10
273049     2021       7      10      14     48     10
273050     2021       7      10      14     49     10
273051     2021       7      10      14     50     10
273052     2021       7      10      14     51     10
273053     2021       7      10      14     52     10
273054     2021       7      10      14     53     10
273055     2021       7      10      14     54     10
273056     2021       7      10      14     55     10
273057     2021       7      10      14     56     10
273058     2021       7      10      14     57     10
273059     2021       7      10      14     58     10
273060     2021       7      10      14     59     10
273061     2021       7      10      15      0     10
273062     2021       7      10      15      1     10
273063     2021       7      10      15      2     10
273064     2021       7      10      15      3     10
273065     2021       7      10      15      4     10
273066     2021       7      10      15      5     10
273067     2021       7      10      15      6     10
273068     2021       7      10      15      7     10
273069     2021       7      10      15      8     10
273070     2021       7      10      15      9     10
273071     2021       7      10      15     10     10
273072     2021       7      10      15     11     10
273073     2021       7      10      15     12     10
273074     2021       7      10      15     13     10
273075     2021       7      10      15     14     10
273076     2021       7      10      15     15     10
273077     2021       7      10      15     16     10
273078     2021       7      10      15     17     10
273079     2021       7      10      15     18     10
273080     2021       7      10      15     19     10
273081     2021       7      10      15     20     10
273082     2021       7      10      15     21     10
273083     2021       7      10      15     22     10
273084     2021       7      10      15     23     10
273085     2021       7      10      15     24     10
273086     2021       7      10      15     25     10
273087     2021       7      10      15     26     10
273088     2021       7      10      15     27     10
273089     2021       7      10      15     28     10
273090     2021       7      10      15     29     10
273091     2021       7      10      15     30     10
273092     2021       7      10      15     31     10
273093     2021       7      10      15     32     10
273094     2021       7      10      15     33     10
273095     2021       7      10      15     34     10
273096     2021       7      10      15     35     10
273097     2021       7      10      15     36     10
273098     2021       7      10      15     37     10
273099     2021       7      10      15     38     10
273100     2021       7      10      15     39     10
273101     2021       7      10      15     40     10
273102     2021       7      10      15     41     10
273103     2021       7      10      15     42     10
273104     2021       7      10      15     43     10
273105     2021       7      10      15     44     10
273106     2021       7      10      15     45     10
273107     2021       7      10      15     46     10
273108     2021       7      10      15     47     10
273109     2021       7      10      15     48     10
273110     2021       7      10      15     49     10
273111     2021       7      10      15     50     10
273112     2021       7      10      15     51     10
273113     2021       7      10      15     52     10
273114     2021       7      10      15     53     10
273115     2021       7      10      15     54     10
273116     2021       7      10      15     55     10
273117     2021       7      10      15     56     10
273118     2021       7      10      15     57     10
273119     2021       7      10      15     58     10
273120     2021       7      10      15     59     10
273121     2021       7      10      16      0     10
273122     2021       7      10      16      1     10
273123     2021       7      10      16      2     10
273124     2021       7      10      16      3     10
273125     2021       7      10      16      4     10
